food ID,food,Caloric Value,Fat,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium
782,corn tortilla,52,0.7,10.7,0.2,1.4,1.5,0,0.075
783,muffin,169,6.5,23.6,0,3.9,1.5,22.2,0.3
784,croutons,33,0.5,5.9,0,1,0.4,0,0.035
785,donut with jelly filling,289,15.9,33.2,17.9,5,0.8,22.1,0.4
786,sweet cinnamon rolls,309,13.6,42.2,26.3,5.1,2,54.8,0.3
787,oat bran muffin,46,1.3,8.2,1.4,1.2,0.8,0,0.067
788,french cruller donut,169,7.5,24.4,14.4,1.3,0.5,4.5,0.1
789,pancakes,86,3.7,10.8,0,2.4,0,22.4,0.2
790,chocolate donut,250,11.9,34.4,19.2,2.7,1.3,34.2,0.1
791,sweet cheese rolls,238,12.1,28.8,0,4.7,0.8,50.2,0.2
792,eclair,234,19.2,11.2,2,4.4,0.4,121.5,0.1
793,donut with cream filling,307,20.8,25.5,12.4,5.4,0.7,20.4,0.3
794,fruit toaster pastry,209,5.6,37.1,14.8,2.4,0.5,0,0.2
795,donut,192,10.3,22.9,0,2.3,0.7,14.4,0.2
796,pancakes whole wheat,92,2.9,12.9,0,3.7,1.2,26.8,0.3
797,keikitos,196,10.6,22.3,10.8,2.9,0.5,0,0.2
798,zwieback,30,0.7,5.2,0.9,0.7,0.2,0.6,0.05
799,chocolate coated donut,81,4.5,9.2,4.8,0.9,0.3,3.4,0.099
800,waffle toasted,103,3.2,16.3,1.7,2.4,0.8,5,0.2
801,cinnamon toaster pastry,206,7.1,34.1,0,2.6,0.5,0,0.2
802,wheat bran bread,89,1.2,17.2,3.5,3.2,1.4,0,0.2
803,white bread,77,1,14.3,1.6,2.6,0.8,0,0.1
804,oat bran bread,71,1.3,11.9,2.3,3.1,1.4,0,0.1
805,whole wheat bread natures own,50,1,0,0,0,0,0,0
806,high protein bread dr zaks,152,3,15.3,0.6,0,0,0,0
807,wheat bread,79,1.3,13.8,1.7,3.1,1.2,0,0.1
808,egg bread toasted,117,2.4,19.5,0.7,3.9,0.9,20.7,0.2
809,butter toastbrot ja,66,0.9,2,0.4,0,0,0,0
810,vienna bread toasted,93,0.6,18,1,3.8,0.9,0,0.2
811,vienna bread,92,0.6,18.1,0.8,3.8,0.8,0,0.2
812,protein bread,47,0.4,8.3,0.3,2.3,0.6,0,0.008
813,banana bread,186,6,31.1,0,2.5,0.6,24.5,0.2
814,rice bran bread,66,1.2,11.7,1.3,2.4,1.3,0,0.081
815,white fibre wonder bread,95,1,18,2,3.5,1.5,0.1,0
816,focaccia,142,4.5,20.4,1,5,1,0,0.3
817,oat bran bread toasted,70,1.3,11.8,2.3,3.1,1.3,0,0.1
818,rye bread,83,1.1,15.5,1.2,2.7,1.9,0,0.2
819,wheat germ bread,73,0.8,13.5,1,2.7,0.6,0,0.2
820,protein bread toasted,46,0.4,8.2,0.2,2.2,0.6,0,0.049
821,oatmeal bread,73,1.2,13.1,2.2,2.3,1.1,0,0.1
822,arepa,215,5.3,36.4,0.9,5.4,2.5,4.9,0.3
823,raisin bread toasted,86,1.4,16.5,1.8,2.5,1.4,0,0.1
824,cracked wheat bread,74,1.1,14,0,2.5,1.6,0,0.2
825,garlic bread,151,7.1,17.9,1.6,3.6,1.1,0,0.2
826,rye bread toasted,82,1,15.4,1.2,2.7,1.9,0,0.2
827,whole wheat bread,128,2.5,23.6,1.8,3.9,2.8,0,0.2
828,whole wheat bread toasted,128,2.5,23.7,1.8,3.9,2.8,0,0.2
829,pan dulce bread,231,7.3,35.5,7.9,5.9,1.4,18.9,0.1
830,rice bran bread toasted,66,1.3,11.8,1.3,2.4,1.3,0,0.026
831,pita bread whole wheat,74,0.7,15.4,0.2,2.7,2.1,0,0.1
832,wheat germ bread toasted,73,0.8,13.6,1,2.7,0.6,0.3,0.2
833,pumpernickel bread,65,0.8,12.4,0.1,2.3,1.7,0,0.2
834,frybread,502,18.6,73.4,3.1,10.2,0,10.6,0.5
835,white bread toasted,83,1.1,15.4,1.3,2.5,0.7,0.3,0.2
836,piki bread,109,2,20.2,0.4,2.5,2.6,0,0.028
837,wheat bread toasted,75,1,13.4,1.5,3.1,1.1,0,0.1
838,pita bread,165,0.7,33.4,0.8,5.5,1.3,0,0.3
839,potato bread,85,1,15.1,3,4,2,0,0.1
840,egg bread,115,2.4,19.1,0.7,3.8,0.9,20.4,0.2
841,oatmeal bread toasted,73,1.2,13.2,2.2,2.3,1.1,0,0.1
842,cheese bread,196,10,21.5,1,5,1,4.8,0.4
843,pumpernickel bread toasted,80,1,15.1,0.2,2.8,2.1,0,0.2
844,raisin bread,88,1.4,16.7,1.8,2.5,1.4,0,0.1
845,pumpernickel roll,77,0.8,14.8,0.1,3,1.5,0,0.1
846,cinnamon raisin bagel,71,0.4,14.4,1.6,2.5,0.6,0,0.047
847,english muffin,127,1.1,25.5,0.9,5,2.6,0,0.2
848,rye dinner roll,123,1.5,22.8,0.5,4.4,2.1,0,0.3
849,english muffin whole wheat,134,1.4,26.7,5.3,5.8,4.4,0,0.2
850,dinner roll whole wheat,74,1.3,14.3,2.4,2.4,2.1,0,0.1
851,dinner roll,76,1.8,12.9,0.5,2.4,1.1,0,0.1
852,hotdog roll,117,1.6,21.1,3.1,4.1,0.8,0,0.2
853,bagel,245,1.5,47.9,6,10,4,0,0.4
854,oat bran bagel,176,0.8,36.8,1.1,7.4,2.5,0,0.4
855,pain au chocolat de la boulangerie,235,12,0,0,0,0,0,0
856,egg bagel,72,0.5,13.8,0,2.8,0.6,6.2,0.1
857,english muffin toasted,140,1.1,27.4,1.8,5.4,1.5,0,0.2
858,english muffin whole wheat toasted,135,1.4,26.9,5.4,5.9,4.5,0,0.2
859,biscuit,357,16.5,45,2.2,7.1,1.5,3,0.6
860,french roll,105,1.6,19.1,0.1,3.3,1.2,0,0.2
861,oat bran dinner roll,78,1.5,13.3,2.2,3.1,1.4,0,0.1
862,pecan shortbread cookies,76,4.6,8.2,0,0.7,0.3,4.6,0.002
863,oatmeal cookies,113,4.5,17.2,6.2,1.6,0.7,0,0.1
864,chocolate wafers,485,15.9,81.1,33.2,7.4,3.8,2.2,0.8
865,vanilla wafers low fat,353,12.2,58.9,30,4,1.5,40.8,0.3
866,chocolate chip cookies mcdonalds,136,6.4,18.7,9.6,1.6,0.6,18.4,0.058
867,gingersnap cookies,29,0.7,5.4,1.4,0.4,0.2,0,0.012
868,biscotti abbracci mulino bianco,54,2.6,0.8,0.051,0.4,0,0,0
869,chocolate chip cookie,63,2.8,9.3,5.3,0.5,0.3,0,0.047
870,brownie,243,9.8,38.3,22,2.9,1.3,10.2,0.2
871,shortbread cookies,40,1.9,5.2,1.2,0.5,0.1,1.6,0.097
872,oatmeal cookies with raisins,65,2.4,10.3,0,1,0,5,0.022
873,peanut butter sandwich cookies,67,3,9.2,5,1.2,0.3,0,0.098
874,sugar cookies,72,3.2,10.2,5.7,0.8,0.1,7.7,0.007
875,chocolate covered graham crackers,68,3.2,9.3,5.8,0.8,0.4,0,0.067
876,raisin cookies,60,2,10.2,7.1,0.6,0.2,0.3,0.077
877,vanilla wafers,28,1.2,4.3,0,0.3,0.1,0,0.045
878,graham crackers,355,8.5,64.5,26.1,5.8,2.4,0,0.4
879,peanut butter cookies,95,4.8,11.8,0,1.8,0,6.2,0.1
880,vanilla sandwich cookie,72,3,10.8,5.9,0.7,0.2,0,0.044
881,sugar wafers with creme filling,51,2.3,7.1,4.3,0.4,0.2,0,0.06
882,cheese puffs,197,12.8,18.6,1.1,2.1,0.6,2.5,0.3
883,saltine crackers,13,0.3,2.2,0.063,0.3,0.022,0,0.067
884,trail mix,139,8.8,13.5,0,4.1,0,0,0.014
885,corn cones,144,7.6,17.8,0,1.6,0.3,0,0.3
886,chocolate pretzels,50,1.8,7.8,0,0.8,0,0,0.037
887,french toast sticks,73,3.8,8.9,2.1,1.3,0.3,0,0.001
888,crackers,82,4.2,9.8,1.3,1.1,0.4,0,0.1
889,sesame sticks,54,3.7,4.7,0.084,1.1,0.3,0,0.09
890,cheese crackers,34,1.6,4.2,0.3,0.8,0.2,0.2,0.065
891,oriental rice cracker mix,143,7.2,14.6,0.8,4.9,3.7,0,0.1
892,breadsticks,103,2.4,17.1,0.3,3,0.8,0,0.2
893,milk crackers,50,1.7,7.7,1.8,0.8,0.2,1.2,0.095
894,matzo crackers whole wheat,98,0.4,22.1,0,3.7,3.3,0,0.002
895,matzo crackers with egg,109,0.6,22,0,3.4,0.8,23.2,0.057
896,granola bites,23,0.9,3.3,1.5,0.4,0.3,0,0.067
897,crackers whole wheat,120,4,19.5,0.3,3,2.9,0,0.2
898,tropical trail mix,619,23.9,91.8,0,8.8,0,0,0.1
899,soft pretzels,389,3.6,79.8,0.3,9.4,2,3.5,0.9
900,corn tostada shell,58,2.9,7.9,0,0.8,0.7,0,0.084
901,matzo crackers,111,0.4,23.4,0.098,2.8,0.8,0,0
902,sesame crunch,9,0.6,0.9,0.6,0.2,0.1,0,0.027
903,trail mix with chocolate chips,707,46.6,65.6,0,20.7,0,5.8,0.2
904,cracker meal,440,2,93,0.4,10.7,3,0,0.078
905,puffed rice,153,0.2,34.1,0,2.4,0.6,0,0.053
906,filinchen gutena,19,0.2,0.5,0.028,0.4,0,0,0
907,melba toast crackers,117,1,23,0.3,3.6,1.9,0,0.2
908,matzo crackers with egg onion,109,1.1,21.6,0,2.8,1.4,12.6,0.052
909,cornnuts,126,4.4,20.3,0.2,2.4,2,0,0.2
910,bagel chips,789,26.5,116.1,10.5,21.6,7.2,0,0.4
911,pretzels,115,0.9,24.1,0.7,3,1,0,0.4
912,potato raw,164,0.2,37.2,1.7,4.3,4.7,0,0.072
913,gatto di patate home made,202,9.4,4,3.6,0,0,0,0
914,baked potato,161,0.2,36.6,2,4.3,3.8,0,0.097
915,potato sticks,188,12.4,19.2,0.006,2.4,1.2,0,0.2
916,potato cooked,52,0.006,12.1,0.5,1.1,1.2,0,0.035
917,vivaldi potatoes sainsburys,23,0.1,0,0,0,0,0,0
918,potato ham chowder soup,192,12.5,13.4,0,6.5,1.4,21.6,0.9
919,russet potato raw,292,0.3,66.7,2.3,7.9,4.8,0,0.068
920,russet potato baked,290,0.4,64.1,3.2,7.9,6.9,0,0.084
921,french fries,13,0.4,2.2,0.088,0.2,0.2,0,0.056
922,potato scalloped,216,9,26.4,0,7,4.7,29.4,0.8
923,cottage fries,11,0.4,1.9,0.019,0.2,0.2,0,0.058
924,mashed potatoes,215,6.8,35.5,1.2,4,3.1,0,0.7
925,mashed potato with milk and butter,237,8.9,35.3,3,3.9,3.2,23.1,0.7
926,red potato raw,149,0.3,33.9,2.7,4,3.6,0,0.02
927,potato pancake,59,3.2,6.1,0.4,1.3,0.7,20.9,0.2
928,potato puffs,243,11,35.5,0.3,2.6,3.2,0,0.6
929,red potato baked,74,0.1,16.7,1.2,2,1.5,0,0.037
930,potatoes canned,132,0.3,29.7,0,3.6,4.2,0,0.7
931,potato skin raw,22,0.099,4.7,0,1,1,0,0.053
932,shoestring french fries,4,0.1,0.7,0.062,0.099,0.099,0,0.055
933,hash brown potato,144,9,15.3,0.3,1.4,1.4,0,0.3
934,baked chips lays,130,2,0,0,0,0,0,0
935,corn chips,162,10,17.2,0.031,1.9,1.2,0,0.2
936,nacho cheese tortilla chips low fat,90,1,18.5,0.8,2.4,1.8,0.6,0.2
937,corn chips barbecue,1036,64.7,111.3,0,13.9,10.3,0,1.5
938,corn chips unsalted,490,29.4,50.5,1.2,5.8,3.9,0,0.024
939,potato chips fat free,860,1.4,190.1,8.4,21.9,17,0,1.5
940,sweet chilli kettle baked chips,99,2.2,2.1,0.4,2,0,0,0
941,taro chips,11,0.6,1.6,0.04,0.049,0.2,0,0.022
942,potato chips reduced fat,801,35.4,113.7,0.4,12.1,10,0,0.8
943,onion snacks,150,6.8,19.5,1.4,2.3,1.2,0,0.3
944,potato chips cheese,843,46.2,98.1,0,14.5,8.8,6.8,0.8
945,yuca cassava chips,9,0.4,1.2,0.006,0.054,0.002,0,0.041
946,tortilla chips low fat,117,1.6,22.6,0.2,3.1,1.5,0,0.1
947,ranch flavor tortilla chips,992,48.8,124.2,6,14.2,7.9,0,1
948,potato chips,161,10.4,15.9,0.007,2.1,1.4,0,0.021
949,tortilla chips,142,6.2,20.3,0.2,2.1,1.6,0,0.077
950,sweet potato chips,149,9.1,15.9,2.5,0.8,2.5,0,0.05
951,nacho cheese tortilla chips,156,8.2,18.2,0.8,2.2,1.5,0,0.2
952,vegetable chips,134,6.6,17.1,1.1,1.5,1.3,0,0.3
953,taco flavor tortilla chips,1090,54.9,143.2,0,17.9,12,11.4,1.8
954,potato chips barbecue,970,64.2,104.5,14,15.2,8.7,0,1.3
955,pita chips,137,4.6,20.5,1.4,3.5,1.1,0,0.3
956,potato chips sour cream and onion,1051,67.1,102,0,16,10.3,13.9,1.1
957,adobo fresco,780,60.2,53.6,5.8,5.8,3.7,0,49.4
958,bacon meatless,446,42.5,9.1,0,15.4,3.7,0,2.1
959,meatless chicken fried,304,16.6,11.1,0,27.7,5.6,0,0.5
960,soymilk,109,4.8,8.4,6.1,7.1,1,0,0.1
961,soy vermicelli,463,0.1,115.2,24.4,0.1,5.5,0,0.032
962,tofu fried,35,2.6,1.2,0.4,2.4,0.5,0,0.021
963,tempeh,320,17.9,15.6,0,30.8,0,0,0.068
964,koyadofu,81,5.2,1.7,0,8.9,1.2,0,0.081
965,meatless meatloaf,110,5,4.5,0.7,11.8,2.6,0,0.3
966,soya vanille joghurt alpro,21,0.6,1,0.09,0.3,0,0,0
967,soybean curd cheese,340,18.2,15.5,3.6,28.1,0,0,0.094
968,soy sauce,8,0.054,0.8,0.097,1.3,0.1,0,0.9
969,soybean dry roasted,419,20.1,30.4,0,36.8,7.5,0,0.077
970,soybean oil,120,13.6,0,0,0,0,0,0
971,meatless chicken,376,21.4,6.1,0,39.7,6,0,1.2
972,soybean cooked,296,15.4,17.1,5.2,28.6,10.3,0,0.075
973,soymilk nonfat,68,0.046,10.1,8.9,6,0.5,0,0.1
974,soy flour,23,1.1,1.8,0.4,1.8,0.5,0,0.023
975,soybean lecithin oil,104,13.6,0,0,0,0,0,0
976,tofu raw,188,11.9,4.7,0,20,0.7,0,0.06
977,soy chips,109,2.1,15,0.5,7.5,1,0,0.2
978,green soybean raw,376,17.4,28.3,0,33.2,10.8,0,0.017
979,soy proteins concentrate,93,0.1,7.2,0,18,1.6,0,0.3
980,soybean margarine,34,3.8,0.043,0,0.052,0,0,0.005
981,chocolate soymilk nonfat,107,0.046,20.7,8.9,6,0.5,0,0.1
982,okara,93,2.1,15.3,0,3.9,0,0,0.07
983,meatless meatballs,284,13,11.5,1.8,30.2,6.6,0,0.8
984,vanilla soymilk,131,4.3,15.3,9.7,7.9,1.5,0,0.1
985,soy meal raw,414,2.9,49,0,54.8,0,0,0.017
986,soymilk low fat,104,1.5,17.5,8.5,4,1.9,0,0.04
987,sprouted soybean raw,85,4.7,6.7,0,9.2,0.8,0,0.005
988,soybean raw,830,37.1,56.1,13.6,67.9,17.3,0,0.023
989,tempeh cooked,55,3.2,2.6,0,5.1,0,0,0.084
990,vanilla soymilk light,83,2.1,9.4,1,6.4,1.5,0,0.2
991,chocolate soymilk,153,3.7,24.2,19.1,5.5,1,0,0.1
992,soy oil,120,13.6,0,0,0,0,0,0
993,natto,169,8.8,11.5,3.9,14.2,4.3,0,0.026
994,chrysanthemum raw,12,0.3,1.5,0,1.7,1.5,0,0.012
995,gourd cooked,100,0.6,25.5,9.2,1.2,5.2,0,0.065
996,cauliflower raw,3,0.081,0.6,0.2,0.2,0.3,0,0.042
997,red cabbage raw,53,0.3,12.5,6.5,2.4,3.6,0,0.079
998,broccoli raab raw,9,0.2,1.1,0.2,1.3,1.1,0,0.04
999,napa cabbage cooked,13,0.2,2.4,0,1.2,0,0,0.012
1000,kelp,2,0.067,0.5,0.069,0.07,0.018,0,0.019
1001,shallots raw,18,0.061,4.2,2,0.6,0.8,0,0.044
1002,bamboo shoots raw,49,0.5,9.4,5.4,4.7,4,0,0.067
1003,jute cooked,32,0.2,6.3,0.9,3.2,1.7,0,0.043
1004,red lettuce,4,0.08,0.6,0.1,0.4,0.3,0,0.057
1005,broccoli cooked,98,1.1,20.1,3.9,6.7,9.2,0,0.1
1006,romanesco raw,20,0.2,3.9,1.9,1.9,2,0,0.025
1007,eggplant raw,115,0.8,26.9,16.2,4.5,13.7,0,0.028
1008,leeks raw,54,0.3,12.6,3.5,1.3,1.6,0,0.003
1009,lemongrass citronella,5,0.076,1.2,0,0.038,0,0,0.024
1010,pumpkin cooked,49,0.2,12,5.1,1.8,2.7,0,0.006
1011,celery cooked,7,0.098,1.5,0.9,0.3,0.6,0,0.093
1012,serrano pepper,2,0.075,0.4,0.2,0.1,0.2,0,0.067
1013,nopales raw,14,0.063,2.9,1,1.1,1.9,0,0.076
1014,sweet potato leaves cooked,22,0.2,4.7,3.5,1.4,1.2,0,0.2
1015,eggplant cooked,33,0.2,8.1,3.2,0.8,2.5,0,0.2
1016,asparagus cooked,3,0.074,0.6,0.2,0.4,0.3,0,0
1017,rutabaga cooked,72,0.4,16.4,9.5,2.2,4.3,0,0.049
1018,parsnips raw,128,0.5,30.6,8.2,2,8.3,0,0.068
1019,sour pickles,17,0.3,3.5,1.6,0.5,1.9,0,1.9
1020,turnip greens cooked,29,0.3,6.3,0.8,1.6,5,0,0.4
1021,jerusalem artichokes,110,0.047,26.2,14.4,3,2.4,0,0.011
1022,collard raw,12,0.2,2,0.2,1.1,1.4,0,0.014
1023,chrysanthemum cooked,20,0.036,4.3,2,1.6,2.3,0,0.042
1024,oriental radish dried,314,0.8,73.5,43.3,9.2,27.7,0,0.3
1025,tomatillos,42,1.3,7.7,5.2,1.3,2.5,0,0.019
1026,taro shoots raw,9,0.069,2,0,0.8,0,0,0.056
1027,acorn squash raw,172,0.4,44.9,0,3.4,6.5,0,0.017
1028,leeks dried,10,0.026,2.4,0,0.5,0.3,0,0.077
1029,cabbage raw,70,0.3,16.2,9,3.6,7,0,0.006
1030,sweet red peppers cooked,19,0.1,4.5,3.2,0.7,0.9,0,0.2
1031,sweet red peppers raw,46,0.4,9,6.3,1.5,3.1,0,0.092
1032,cucumber peeled,16,0.2,2.9,1.8,0.8,0.9,0,0.098
1033,purslane raw,9,0.2,1.5,0,0.9,0,0,0.066
1034,peas onions cooked,81,0.4,15.5,6.8,4.6,4,0,0.5
1035,tomato cooked,22,0.1,4.9,3.1,1.2,0.9,0,0.029
1036,taro shoots cooked,20,0.1,4.5,0,1,0,0,0.3
1037,scots kale raw,28,0.4,5.6,0,1.9,1.1,0,0.059
1038,artichoke raw,60,0.2,13.5,1.3,4.2,6.9,0,0.1
1039,navy bean sprouts raw,70,0.7,13.6,0,6.4,0,0,0.063
1040,sweet pickles,146,0.7,33.8,29.2,0.9,1.6,0,0.7
1041,oriental radish cooked,25,0.4,5,2.7,1,2.4,0,0.4
1042,sweet potato leaves raw,15,0.2,3.1,0,0.9,1.9,0,0.073
1043,irishmoss,2,0.049,0.6,0.098,0.037,0.082,0,0.084
1044,drumstick leaves cooked,25,0.4,4.7,0.4,2.2,0.8,0,0.1
1045,winter squash raw,39,0.2,10,2.6,1.1,1.7,0,0.027
1046,pumpkin raw,30,0.1,7.5,3.2,1.2,0.6,0,0.062
1047,chicory greens,7,0.096,1.4,0.2,0.5,1.2,0,0.017
1048,spinach cooked,41,0.5,6.8,0.8,5.3,4.3,0,0.1
1049,radish pickled,42,0.5,7.8,3,1.7,3.3,0,1.2
1050,sweet onion,106,0.3,25,16.6,2.6,3,0,0.063
1051,salsify cooked,92,0.2,20.7,3.9,3.7,4.2,0,0.028
1052,radish seeds sprouted,16,1,1.4,0,1.4,0,0,0.067
1053,turnips raw,51,0.2,11.8,7,1.6,3.3,0,0.1
1054,burdock root raw,85,0.2,20.5,3.4,1.8,3.9,0,0.008
1055,red cabbage cooked,49,0.2,11.8,5.6,2.6,4.4,0,0.047
1056,jute raw,10,0.046,1.6,0,1.3,0,0,0.042
1057,hot chile pepper dried,2,0.054,0.3,0.2,0.054,0.1,0,0.041
1058,salsify raw,109,0.3,24.7,0,4.4,4.4,0,0.093
1059,crookneck squash raw,24,0.3,4.9,4.5,1.3,1.3,0,0.047
1060,indian squash cooked,38,0.4,7.6,4.7,0.7,3.5,0,0
1061,poi,269,0.3,65.4,0.9,0.9,1,0,0.091
1062,sesbania flower cooked,22,0.007,5.3,0,1.2,0,0,0.3
1063,acorn squash cooked,115,0.3,29.9,0,2.3,9,0,0.5
1064,cauliflower cooked,29,0.6,5.1,2.6,2.3,2.9,0,0.094
1065,crookneck squash cooked,34,0.7,6.8,4.5,1.9,2,0,0.4
1066,laver seaweed,1,0.012,0.1,0.071,0.2,0.09,0,0.075
1067,mountain yam cooked,119,0.1,29,0,2.5,0,0,0.4
1068,pumpkin flowers raw,5,0.084,1.1,0,0.3,0,0,0.066
1069,mustard greens raw,15,0.2,2.6,0.7,1.6,1.8,0,0.004
1070,arrowhead,12,0.084,2.4,0,0.6,0,0,0.082
1071,japanese cabbage,45,0.2,8.5,2,2.4,4.7,0,0.4
1072,mung bean sprouts cooked,24,0.1,4.5,3.5,2.5,1,0,0.3
1073,scallop squash cooked,29,0.3,5.9,2.7,1.9,3.4,0,0.4
1074,pumpkin leaves cooked,15,0.2,2.4,0.5,1.9,1.9,0,0.2
1075,hungarian pepper,8,0.1,1.8,1,0.2,0.3,0,0.028
1076,sweet potato baked,103,0.2,23.6,7.4,2.3,3.8,0,0.07
1077,chinese cabbage pe tsai raw,12,0.2,2.5,1.1,0.9,0.9,0,0.049
1078,taro raw,116,0.2,27.5,0.4,1.6,4.3,0,0.054
1079,yam bean jicama,49,0.1,11.5,2.3,0.9,6.4,0,0.047
1080,olives,10,0.9,0.5,0,0.09,0.1,0,0.001
1081,mustard greens cooked,36,0.7,6.3,2,3.6,2.8,0,0.4
1082,pumpkin flowers cooked,20,0.1,4.4,3.2,1.5,1.2,0,0.082
1083,tree fern cooked,57,0.096,15.3,0,0.4,5.3,0,0.3
1084,yellow corn raw,606,7.9,123.3,1.1,15.6,12.1,0,0.06
1085,endive,9,0.1,1.7,0.1,0.6,1.6,0,0.08
1086,wakame,36,0.5,7.3,0.5,2.4,0.4,0,0.7
1087,tahitian taro raw,55,1.2,8.6,0,3.5,0,0,0.003
1088,broccoli raw,31,0.3,6,1.5,2.6,2.4,0,0.049
1089,sweet green peppers raw,30,0.3,6.9,3.6,1.3,2.5,0,0.023
1090,chinese cabbage pak choi cooked,20,0.3,3,1.4,2.7,1.7,0,0.5
1091,agar,1,0.058,0.3,0.005,0.053,0.027,0,0.049
1092,watercress,4,0.006,0.4,0.099,0.8,0.2,0,0.038
1093,beet greens cooked,39,0.3,7.9,0.9,3.7,4.2,0,0.3
1094,winter squash cooked,76,0.7,18.1,6.8,1.8,5.7,0,0.068
1095,new zealand spinach raw,8,0.1,1.4,0.2,0.8,0.8,0,0.017
1096,okra,4,0.082,0.9,0.2,0.2,0.4,0,0.098
1097,yautia tannier,132,0.5,31.9,0,2,2,0,0.031
1098,mustard spinach cooked,29,0.4,5,0,3.1,3.6,0,0.5
1099,rhubarb cooked,278,0.1,74.9,68.9,0.9,4.8,0,0.007
1100,beets raw,58,0.2,13,9.2,2.2,3.8,0,0.1
1101,drumstick pods raw,37,0.2,8.5,0,2.1,3.2,0,0.077
1102,baby zucchini,2,0.089,0.3,0,0.3,0.1,0,0.041
1103,onion raw,16,0.048,3.7,1.7,0.4,0.7,0,0.065
1104,romanesco cooked,39,0.4,7.7,0,3.7,4,0,0.3
1105,butternut squash raw,90,0.2,23.4,4.4,2,4,0,0.067
1106,amaranth leaves,6,0.075,1.1,0,0.7,0,0,0.071
1107,turnip greens raw,18,0.2,3.9,0.4,0.8,1.8,0,0.012
1108,spaghetti squash raw,31,0.6,7,2.8,0.6,1.5,0,0.081
1109,seaweed dry,52,0.3,9.2,0,3.1,7.3,6.6,0.9
1110,yam cooked,158,0.2,37.4,0.7,2,5.3,0,0.017
1111,corn dried,119,3,18.8,6,4.1,5.8,0,0.029
1112,cucumber,23,0.2,5.4,2.5,1,0.8,0,0.061
1113,arrowroot,78,0.2,16.1,0,5.1,1.6,0,0.052
1114,cardoon raw,30,0.2,7.2,0,1.2,2.8,0,0.3
1115,bamboo shoots cooked,14,0.3,2.3,0,1.8,1.2,0,0.04
1116,summer squash raw,42,0.5,8.7,5.7,3.1,2.9,0,0.051
1117,sweet potato raw,112,0.002,26.2,5.4,2,3.9,0,0.079
1118,green tomato,42,0.4,9.3,7.3,2.2,2,0,0.055
1119,beet greens raw,8,0.078,1.6,0.2,0.8,1.4,0,0.013
1120,savoy cabbage cooked,41,0.2,9.2,0,3.1,4.8,0,0.05
1121,witloof chicory,9,0.031,2.1,0,0.5,1.6,0,0.022
1122,turnips cooked,34,0.1,7.9,4.7,1.1,3.1,0,0.017
1123,dried tomatoes,5,0.053,1.1,0.8,0.3,0.2,0,0.069
1124,radicchio,15,0.2,2.9,0.4,0.9,0.6,0,0.033
1125,mixed vegetables cooked,118,0.3,23.8,5.7,5.2,8,0,0.089
1126,yellow tomato,32,0.6,6.3,0,2.1,1.5,0,0.088
1127,cardoon cooked,26,0.1,6.4,0,0.9,2,0,0.2
1128,spinach raw,7,0.1,1.1,0.1,0.9,0.7,0,0.036
1129,kale raw,7,0.3,0.9,0.2,0.6,0.9,0,0.045
1130,drumstick pods cooked,42,0.2,9.7,0,2.5,5,0,0.3
1131,kohlrabi raw,72,0.3,16.4,6.9,4.5,9.5,0,0.063
1132,lentil sprouts,82,0.4,17,0,6.9,0,0,0.044
1133,carrots raw,25,0.1,5.8,2.9,0.6,1.7,0,0.024
1134,red chili peppers,18,0.2,4,2.4,0.8,0.7,0,0.03
1135,fennel,73,0.5,17.1,0,2.9,7.3,0,0.1
1136,sweet corn white,63,0.9,13.9,2.4,2.4,2,0,0.016
1137,celeriac raw,66,0.5,14.4,2.5,2.3,2.8,0,0.2
1138,hubbard squash raw,46,0.6,10.1,4.6,2.3,4.5,0,0.094
1139,brussels sprouts cooked,8,0.1,1.5,0.4,0.5,0.5,0,0.051
1140,carrots cooked,16,0.092,3.8,1.6,0.3,1.4,0,0.025
1141,lambs quarters raw,0,0.067,0.069,0,0.08,0.046,0,0.033
1142,lotus root cooked,6,0.056,1.4,0,0.1,0.3,0,0
1143,split peas raw,672,2.3,118.9,15.8,48.4,50.2,0,0.075
1144,scots kale cooked,36,0.5,7.3,0,2.5,0,0,0.4
1145,corn cooked,99,1.5,21.6,4.7,3.5,2.5,0,0.039
1146,radish raw,1,0.026,0.2,0.066,0.042,0.002,0,0.033
1147,stinging nettles,37,0.007,6.7,0.2,2.4,6.1,0,0.09
1148,baby carrots,5,0.053,1.2,0.7,0.031,0.4,0,0.097
1149,sweet yellow peppers,50,0.4,11.8,0,1.9,1.7,0,0.017
1150,taro leaves raw,12,0.2,1.9,0.8,1.4,1,0,0.083
1151,corn raw,123,1.9,26.7,9,4.7,2.9,0,0.083
1152,roselle,28,0.4,6.4,0,0.5,0,0,0.079
1153,drumstick leaves raw,13,0.3,1.7,0,2,0.4,0,0.071
1154,scallop squash raw,23,0.3,5,3.1,1.6,1.6,0,0.075
1155,chicory roots,65,0.2,15.8,7.9,1.3,1.4,0,0.055
1156,brussels sprouts raw,8,0.077,1.7,0.4,0.6,0.7,0,0.049
1157,kale cooked,42,1.4,6.3,1.4,3.5,4.7,0,0.018
1158,pupusas con frijoles,289,11.4,39.7,1.6,7,7.3,0,0.4
1159,mustard cabbage,36,0.1,7.2,1.8,1.4,4,0,0.9
1160,gourd raw,19,0.2,4.1,1.9,1.1,1,0,0.03
